Year,Month,Day,Year-Month-Day,minWindSpeed,maxWindSpeed,minDNorth,maxDNorth,minDEast,maxDEast,minAirTemperature,maxAirTemperature,minRelativeHumidity,maxRelativeHumidity,minLog(ParticleConcentration + 1),maxLog(ParticleConcentration + 1)
2007,12,11,11/12/2007,0.1793333,4.807668,0.0121,126.0528,25.112,179.05766,17.74017,32.7732,10.52717,26.01767,1.367355921,1.911157609
2007,12,12,12/12/2007,0.215,5.996333,0.1944,138.2787,2.7489,179.95325,18.52863,32.7766,10.78557,22.51477,1.346352974,1.976808337
2007,12,13,13/12/2007,0.24,6.717999,0.9085158,132.0535,35.299,179.96334,18.38847,33.68793,10.85537,24.14231,1.309630167,2.051923916
2007,12,14,14/12/2007,0.2823333,5.156333,0.2431,113.9633,3.9245,179.88306,18.68461,33.17379,9.099213,23.38997,0.62324929,2.006893708
2007,12,15,15/12/2007,0.085,5.372333,0.1815909,172.845,6.0758,179.93759,18.12539,33.68711,9.556478,22.89664,1.523746467,1.977266212
2007,12,16,16/12/2007,0.123,6.772667,0.1008,140.9677,0.8313,179.89229,18.84909,34.33363,10.24467,25.06885,1.537819095,2.512150537
2007,12,17,17/12/2007,0.184,5.719,0.125,177.8349,2.4565,179.73254,18.68532,35.82864,9.825556,28.8829,0,2.087071206
2007,12,18,18/12/2007,0.1346667,5.714667,0.2385856,174.1683,34.3822,179.96656,19.48539,36.0002,9.280124,29.60732,1.436162647,1.892094603
2007,12,19,19/12/2007,0.7116667,6.796,0.7651963,126.6119,81.5259,179.98952,20.64188,35.48178,8.402173,21.73012,1.421603927,2.172018809
2007,12,2,02/12/2007,0.1603333,7.243,0.3622133,148.5879,0.6388,179.79827,21.57793,34.80941,10.54783,29.60334,1.326335861,2.473048805
2007,1,22,22/01/2007,0.1346667,5.767334,0.8641521,130.0291,14.4301,179.97795,15.4108,29.81247,8.937074,25.57587,2.199206479,2.799685091
2007,12,20,20/12/2007,0.8280001,7.592,3.4469,116.5182,80.2304,179.9999,19.47409,33.36966,8.157057,22.76273,1.606381365,2.68538341
2007,12,21,21/12/2007,0.235,8.522667,1.269524,171.4196,82.787,179.94152,17.56506,30.99613,9.162044,24.43744,0,3.234188148
2007,12,22,22/12/2007,0.8256667,7.442335,23.99978,114.8485,113.99978,179.66297,17.74566,29.65165,10.10491,24.97051,2.703205371,3.335377654
2007,12,23,23/12/2007,0.8246668,7.225333,0.4354205,139.2957,90.4354205,179.96943,15.71035,29.34065,10.04885,26.29585,2.514547753,2.871456174
2007,12,24,24/12/2007,0.3833333,7.296,2.444,156.5536,55.7213,179.98994,15.09369,29.2851,10.46979,23.87588,0,2.888853167
2007,12,25,25/12/2007,0.343,6.024666,0.8498049,112.8441,56.6581,179.99322,15.21793,30.17979,10.70804,28.15092,2.47070443,2.755798657
2007,12,26,26/12/2007,0.14,4.253,1.3778,150.4672,5.23,179.99158,14.96402,30.71418,10.56839,32.15544,2.556905269,2.995810632
2007,12,27,27/12/2007,0.213,4.706666,1.5573,146.3424,2.4321,179.97565,15.17189,32.02711,8.322146,24.10828,2.227886705,3.124699809
2007,12,28,28/12/2007,0.128,4.708333,0.5633641,167.3575,1.367,179.75522,16.05162,34.17048,8.398102,21.63056,2.037426498,2.358125285
2007,12,29,29/12/2007,0.23,3.941333,0.1621,132.3888,0.1334,179.86505,14.85896,33.58735,8.911941,27.61337,1.784617293,2.3818368
2007,12,3,03/12/2007,0.131,3.842,0.1998,166.1292,1.4684,178.0387,20.52049,33.79146,8.185393,42.60207,0,2.471585054
2007,1,23,23/01/2007,0.1466667,6.715484,0.3472334,155.7213,11.9173,179.98393,15.74144,30.97338,7.993545,22.55684,2.179551791,2.979593896
2007,12,30,30/12/2007,0.08866666,5.054999,0.2579223,175.593,0.4816,170.27991,17.73401,32.42094,8.336034,20.78588,1.521138084,2.317227349
2007,12,31,31/12/2007,0.2156666,6.473,0.03335363,128.8325,21.7223,179.8503,15.64386,29.02279,9.420538,23.32394,0.857332496,2.681512587
2007,12,4,04/12/2007,0.1716667,4.139667,0.1663913,178.7466,0.3321,178.17231,19.31394,33.43523,8.466173,29.40478,2.180699201,2.796018969
2007,1,24,24/01/2007,0.6193334,5.642667,0.3267,133.5553,38.1019,179.98237,16.90862,33.9799,6.992577,16.59637,0,2.34869419
2007,12,5,05/12/2007,0.3696666,3.967334,0.247,139.732,6.9873,179.81161,20.67668,34.01455,9.426542,25.76517,2.102433706,2.770262738
2007,1,25,25/01/2007,0.4000001,6.293,1.4353,152.6729,0.7107,179.44324,17.06108,35.21901,6.433002,15.88697,0.079181246,2.343605508
2007,12,6,06/12/2007,0.4323333,3.8,2.0896,172.6586,0.2007,179.85201,20.35286,34.27863,9.929239,30.01971,0,3.209327316
2007,1,26,26/01/2007,0.237,5.449,1.7008,179.8636,15.2032,179.9949,17.93919,36.18803,5.53068,21.55069,0.447158031,2.943939464
2007,12,7,07/12/2007,0.08199999,3.309,1.15,173.8092,0.0683,179.65077,21.05107,35.13868,9.523356,27.36749,1.860338007,2.666517981
2007,1,27,27/01/2007,0.5503333,6.350334,5.965978,140.1356,46.0033,179.96937,19.66431,36.44861,5.36732,14.15874,0.278753601,2.441380885
2007,12,8,08/12/2007,0.1273333,6.524,0.6698788,173.1324,0.5208,179.91264,20.89534,33.33679,11.83649,29.89018,2.020775488,2.563481085
2007,1,28,28/01/2007,0.9736666,7.832334,33.21227,122.4049,123.21227,179.96764,19.52842,35.13909,5.477416,14.21038,1.214843848,2.572406868
2007,12,9,09/12/2007,0.2913333,7.194334,4.503434,173.6324,40.3254,179.97671,22.49902,33.31405,14.07144,33.99844,1.717670503,2.412796429
2007,1,29,29/01/2007,0.7446667,7.532333,8.050547,131.2323,98.050547,179.90765,19.33474,35.94831,5.230111,14.32103,0.491361694,2.505556939
2007,1,3,03/01/2007,0.713,6.543666,0.1672873,98.2328,75.6643,179.33746,15.39895,25.28677,13.14292,33.09221,0,3.444372736
2007,1,30,30/01/2007,1.65,9.615665,29.53535,123.5866,119.53535,179.89749,21.38211,35.17465,5.659955,11.48225,1.621176282,3.262949175
2007,1,31,31/01/2007,1.244333,8.98,39.46658,123.9295,129.46658,179.92805,18.81521,35.15923,8.073569,15.61483,2.281033367,2.759063188
2007,1,4,04/01/2007,0.4016666,6.794,0.002423697,102.6583,59.556,179.89816,14.70018,24.11237,14.29849,29.9582,2.368286885,2.84540814
2007,1,5,05/01/2007,0.721,7.063001,2.3286,99.3121,55.8328,179.64657,15.11725,26.36512,12.53481,26.88433,2.308350949,3.072470482
2007,1,6,06/01/2007,0.9066666,7.212334,0.4814879,104.1653,90.4814879,179.88184,16.35107,28.44352,11.06538,28.18892,2.775610448,3.236386089
2007,1,7,07/01/2007,1.12,8.150667,19.93665,106.7075,109.93665,179.93023,15.88099,30.06125,9.115797,23.23806,2.342817315,3.281646858
2007,1,8,08/01/2007,0.7739999,7.702999,35.93766,113.0639,125.93766,179.87274,15.67179,29.74216,7.933155,21.86291,2.200850498,2.980548739
2007,1,9,09/01/2007,0.871,8.186667,5.177735,131.967,64.4719,179.95708,16.26698,31.15699,8.227468,21.14277,1.918554531,3.32492005
2007,2,1,01/02/2007,0.8996667,8.32,50.27026,127.4223,140.27026,179.97239,23.18762,36.79838,7.803322,16.03664,1.053078443,2.852052809
2007,2,10,10/02/2007,0.264,5.738667,0.0557,76.78459,13.701,166.78459,19.38593,35.99679,8.434325,24.47971,1.525044807,2.217747073
2007,2,11,11/02/2007,0.3913333,6.444332,0.1336,108.1195,17.4997,179.87915,18.42693,34.80677,8.776461,20.80135,1.544068044,2.375480715
2007,2,12,12/02/2007,0.608,8.521,0.09916124,119.8288,3.6946,179.20332,19.13221,33.45055,6.381364,17.79132,1.814247596,2.801815169
2007,2,13,13/02/2007,0.188,7.993334,0.8791,107.3974,73.3983,179.60085,18.16558,32.06816,6.496035,13.67822,0,2.838849091
2007,2,14,14/02/2007,0.8606667,7.811333,45.63778,124.3732,135.63778,179.86243,16.74144,32.17776,6.359131,17.54015,0,2.649432223
2007,2,15,15/02/2007,0.1743333,7.471334,0.5999975,174.7111,68.8351,179.9763,17.86094,32.44912,5.995832,15.55139,1.841984805,2.857392811
2007,2,16,16/02/2007,0.1536667,7.818667,0.1946095,177.2842,16.4612,179.52791,16.22389,33.74252,6.2324,16.30317,1.689308859,2.479143248
2007,2,17,17/02/2007,0.2903334,8.357332,0.0263,114.4171,1.0185,179.71163,17.93405,35.35032,6.361268,14.07693,1.755112266,3.1925117
2007,2,18,18/02/2007,0.149,6.224333,0.8836743,160.7667,1.2145,179.95415,18.90449,36.71052,5.241456,14.97508,0.301029996,2.380573003
2007,2,19,19/02/2007,0.1793333,5.962667,0.5066532,177.4935,0.9858,179.65191,19.38725,38.46749,5.382431,15.32362,0.342422681,2.263636069
2007,2,2,02/02/2007,0.437,8.856334,17.39476,128.8668,107.39476,179.87352,20.87046,37.60429,6.437987,19.99935,0.041392685,2.593064432
2007,2,20,20/02/2007,0.06566665,5.234667,0.2430829,173.7256,3.1414,179.95811,21.23707,39.73021,5.640063,13.37313,1.281033367,2.669874502
2007,2,21,21/02/2007,0.246,4.868333,0.0384,177.9335,0.3004,144.47212,19.67454,37.44093,5.406189,25.81361,1.100370545,2.782544284
2007,2,22,22/02/2007,0.245,6.801,0.1072,61.7307,28.2693,142.83829,22.11273,32.13624,7.252498,15.01481,1.463892989,3.183611449
2007,2,23,23/02/2007,0.3736667,6.689665,0.03688782,112.2229,1.3636,170.99775,17.4807,30.27269,9.317517,23.82907,2.472024698,2.703549298
2007,2,26,26/02/2007,0.1483333,6.233333,0.1633639,152.9693,9.9946,179.14952,19.81282,34.42226,6.084456,15.54402,1.222716471,3.52170021
2007,2,27,27/02/2007,0.3703333,5.795001,0.03493805,84.53803,11.8514,174.53803,17.81312,34.3869,7.075961,16.84901,1.064457989,2.625209525
2007,2,28,28/02/2007,0.535,7.339667,0.3712168,103.706,38.8959,179.87286,18.21005,34.57803,6.083337,14.86687,0.924279286,2.645913275
2007,2,3,03/02/2007,0.1526666,8.351334,7.0091,135.4946,5.3256,179.93166,22.02044,37.42541,6.167942,15.51838,0,2.684126926
2007,2,4,04/02/2007,0.184,6.733999,1.82882,178.2439,2.5763,179.63342,20.9021,37.25428,6.046046,15.29127,1.617000341,2.32056168
2007,2,5,05/02/2007,0.176,4.829333,0.1669,175.6115,3.7629,179.79173,18.85667,38.06802,7.296352,23.51055,1.723455672,2.409764104
2007,2,6,06/02/2007,0.1913333,3.652333,0.6039129,167.4375,0.536,179.94032,21.03301,39.52024,6.176438,20.05964,1.971739591,2.622524862
2007,2,7,07/02/2007,0.1896667,4.530666,1.2048,178.9364,0.6674,177.9089,20.10494,39.96001,6.086185,24.64312,1.775974331,2.321184027
2007,2,8,08/02/2007,0.1543333,7.464999,0.0034,178.2348,0.379,177.99926,21.17917,38.63746,7.31019,23.88585,1.751279104,2.499687083
2007,2,9,09/02/2007,0.2803333,6.400666,1.3753,102.2349,40.4363,167.7651,21.21641,37.25432,8.397441,23.95927,1.7355989,2.819543936
2007,3,1,01/03/2007,1.557,8.206999,38.71536,105.829,128.71536,179.9715,20.07335,33.73254,5.663872,13.93916,1.984077034,3.297257007
2007,3,10,10/03/2007,0.2003334,8.296,0.0567297,169.1097,25.9705,176.172,21.4569,31.60419,7.662805,12.28114,2.590061231,3.318063335
2007,3,11,11/03/2007,0.1493333,4.522667,0.06383833,176.857,6.5804,177.13821,17.80997,34.32606,4.993797,18.27189,2.435366507,3.008174184
2007,3,12,12/03/2007,0.3303334,6.536333,0.0281,93.69231,11.2494,176.30769,19.93787,35.30392,5.249392,13.51268,2.466274322,2.864333055
2007,3,13,13/03/2007,0.498,7.939667,0.0218,120.0455,3.3479,179.77324,21.06297,36.06995,6.516691,13.59937,2.380753771,2.737907923
2007,3,14,14/03/2007,0.08933332,6.627,0.09197549,175.1995,4.529,179.81013,21.5994,38.6487,6.32418,12.94888,2.064083436,2.63918756
2007,3,15,15/03/2007,0.1016667,7.675001,0.3008,142.953,11.8203,179.96031,24.80239,38.21744,6.278646,13.2058,2.133858125,2.896581328
2007,3,16,16/03/2007,0.259,6.829,2.1439,157.2945,38.4886,179.99891,24.19296,37.63364,5.859537,12.70035,1.51054501,2.886208624
2007,3,17,17/03/2007,0.2566667,7.862668,56.1507,133.197,3.1445,179.74656,26.13379,36.44042,7.982656,13.08451,2.174059808,3.340622555
2007,3,18,18/03/2007,0.8313333,5.938333,9.12204,136.2172,99.12204,179.83532,25.12133,39.43829,6.180916,14.3162,2.175801633,3.101059355
2007,3,19,19/03/2007,0.1153333,6.728333,3.440868,142.7745,2.8032,179.89114,24.7273,39.04624,4.495322,13.01375,2.567496891,2.739255803
2007,3,2,02/03/2007,1.507,8.207,40.39957,98.41808,130.39957,179.95876,20.83556,33.5119,6.846666,14.35486,2.447313109,3.307067951
2007,3,20,20/03/2007,0.1613333,5.192667,2.3681,178.4666,0.1654,179.7461,21.45003,41.48642,4.505548,18.73912,2.075546961,2.220369632
2007,3,21,21/03/2007,0.2243333,6.599001,31.22149,170.1288,0.5351,179.4996,23.06414,41.71185,5.731281,18.7609,1.95230801,2.42553422
2007,3,22,22/03/2007,0.142,4.602,4.4025,179.6199,0.4996,179.09805,24.49618,43.47364,6.02473,19.45967,1.096910013,2.290924559
2007,3,23,23/03/2007,0.134,6.621,0.855499,179.0921,3.0092,178.23074,24.03107,41.57271,7.613406,21.58635,1.848804701,3.29466459
2007,3,24,24/03/2007,0.6210001,7.301,0.1405845,76.01537,64.1002,166.01537,28.05031,41.95401,6.513334,14.31543,1.807535028,2.825296264
2007,3,25,25/03/2007,0.245,8.068999,0.5375,146.6105,1.834,179.16837,25.23306,41.62418,4.877597,11.48612,1.079181246,2.745543202
2007,3,26,26/03/2007,0.103,7.264668,1.8396,173.637,0.2786,176.88724,25.41706,38.40675,8.938191,17.62074,1.903089987,2.728272598
2007,3,3,03/03/2007,0.3336667,9.002334,20.68707,113.4637,64.4987,179.95981,22.30041,34.29187,5.840918,13.19771,0,3.177911476
2007,3,4,04/03/2007,0.543,8.579666,8.840686,130.7664,98.840686,179.9317,20.48762,34.77355,5.498732,12.73785,2.145817714,2.823930455
2007,3,5,05/03/2007,0.248,7.628001,0.1963,106.4549,3.25,179.9025,18.68802,35.58018,5.002293,13.92044,1.954724791,2.802157753
2007,3,6,06/03/2007,0.12,7.062,1.4572,103.3286,45.5328,179.4872,19.73249,35.7065,5.137824,11.86671,1.721810615,2.582177038
2007,3,7,07/03/2007,0.38,6.695333,0.0946,104.287,0.7273,179.85645,20.18106,35.90527,5.012366,10.5289,0.929418926,2.40688067
2007,3,8,08/03/2007,0.2013333,7.332,0.2005,162.0076,4.4301,177.22498,18.04984,36.01348,4.26379,11.50194,0.716003344,2.101059355
2007,3,9,09/03/2007,0.07366667,7.040334,0.1968,165.0309,1.071,173.29372,18.24714,36.74664,3.795179,11.80449,0,2.827110687
2007,4,18,18/04/2007,0.09766664,7.983,3.019,178.6752,0.1148,177.64292,30.09717,39.94159,19.39608,45.96578,0.86923172,2.404320467
2007,4,19,19/04/2007,0.5393333,7.781665,0.2535,176.0849,0.4298,170.94228,28.43543,41.47528,16.08095,57.88679,0.959041392,3.312790692
2007,4,20,20/04/2007,0.2023333,7.975,0.4016,179.979,0.3604,141.6,28.93518,42.22065,12.70107,47.30432,0.908485019,2.702602841
2007,4,21,21/04/2007,0.261,7.222,4.130139,179.178,0.3194,151.8352,28.62993,43.1281,11.01181,55.30371,0.612783857,2.618571028
2007,4,22,22/04/2007,1.184333,6.929001,65.7698,178.9115,0.0536,142.704,30.28098,40.39148,12.23154,46.64091,0.079181246,2.78490245
2007,4,23,23/04/2007,0.4496667,8.305666,0.3867,178.5923,0.2235,158.57089,29.18548,41.42165,8.993799,51.50074,0.322219295,2.823343791
2007,4,24,24/04/2007,0.3513333,7.394667,0.1699,179.697,0.2779,120.25456,29.18834,42.40985,7.895609,48.63739,0.72427587,2.579440597
2007,4,25,25/04/2007,0.1676667,4.878667,0.2941769,179.4542,0.1646,178.1389,28.06592,41.72634,8.958136,21.83955,0.716003344,2.463445032
2007,4,26,26/04/2007,0.3876667,8.559333,1.1417,177.5516,0.3479,128.10303,28.63791,41.39942,7.370629,45.16558,0,2.771293443
2007,4,27,27/04/2007,1.448667,8.634001,124.8918,179.762,34.8918,108.0391,27.97812,34.43304,37.68164,63.68487,1.320146286,2.853393977
2007,4,28,28/04/2007,0.3876667,6.181334,0.2815,179.8675,0.0543,165.98366,25.93066,35.85241,22.20753,69.22821,0.944482672,2.543571424
2007,4,29,29/04/2007,0.2376667,7.511667,2.49647,180,1.0424,174.60794,28.17429,41.30245,16.02789,39.97866,1.457881897,2.453624074
2007,4,30,30/04/2007,0.6616666,5.881,9.7131,177.5905,0.055,124.7153,28.05122,39.74287,20.87293,61.49622,1.117271296,3.283188116
2007,5,1,01/05/2007,0.3663333,6.676667,29.8661,179.635,0.0683,126.5017,28.44291,37.88003,21.4559,59.79633,1.33243846,2.270911639
2007,5,10,10/05/2007,0.6236668,4.884666,1.169,164.8561,0.195,179.58026,27.44301,43.00031,8.461036,61.77781,1.127104798,3.414522116
2007,5,11,11/05/2007,0.1903334,6.253,8.368073,178.8649,9.5295,179.90907,30.62245,40.98641,10.25982,37.93201,0,3.451095312
2007,5,12,12/05/2007,0.5816667,10.94733,0.824,174.8589,0.0546,166.95458,29.92027,41.5643,18.27194,60.1456,1.808210973,3.860631431
2007,5,13,13/05/2007,0.5693333,14.97967,11.594,179.1833,0.0636,162.41109,27.27945,40.98677,23.32582,68.98289,0.176091259,3.934058884
2007,5,14,14/05/2007,1.467333,8.898,74.5438,179.5636,9.3356,119.5061,24.05641,35.33984,33.16531,79.61483,0.748188027,3.005008821
2007,5,15,15/05/2007,1.864,6.878,111.0589,177.6709,21.0589,87.6709,25.7883,35.16508,32.46746,75.34234,0.113943352,2.183269844
2007,5,16,16/05/2007,1.167333,10.138,76.2353,179.8009,1.3688,126.303,27.04899,35.76363,28.73669,65.86974,0.77815125,3.141167469
2007,5,17,17/05/2007,0.73,9.772667,1.974,179.6259,0.0185,175.21626,25.25813,40.61655,20.81732,76.83324,0.544068044,2.900421753
2007,5,18,18/05/2007,0.402,6.809,2.8373,179.9096,0.2066,177.41793,25.06812,40.55499,19.59566,77.32056,0.041392685,2.72582999
2007,5,19,19/05/2007,0.2413334,7.359333,1.1258,177.8205,1.0397,179.69513,29.43528,42.13366,11.3715,58.73629,0.707570176,2.693902741
2007,5,2,02/05/2007,1.066,12.009,13.098,179.7479,0.1034,103.7281,26.51287,37.05733,24.42202,60.46661,1.041392685,4.00442456
2007,5,20,20/05/2007,0.349,6.516333,0.3175994,175.7748,0.6125,136.94194,27.41539,41.41972,13.80241,66.78799,0.255272505,2.432006687
2007,5,21,21/05/2007,0.8596668,8.979335,25.4078,179.8949,0.2328,141.9019,28.59314,40.59834,18.39114,64.43141,0.041392685,2.649432223
2007,5,22,22/05/2007,1.096667,9.277333,3.3147,179.3761,0.3354,177.1919,28.73133,41.42104,16.61183,62.69439,0.176091259,3.469144282
2007,5,23,23/05/2007,1.196667,9.367667,50.1843,179.9285,0.2947,94.8504,27.46926,36.71658,27.72967,69.3142,0.079181246,2.21031852
2007,5,24,24/05/2007,0.687,8.454334,8.6714,179.8324,0.1592,166.6814,28.08511,41.58135,19.53766,64.59121,0,2.300595484
2007,5,25,25/05/2007,1.549,8.518333,60.9789,179.9308,0.3012,93.8011,29.08211,40.21342,25.28065,63.61689,0.612783857,2.420450859
2007,5,26,26/05/2007,0.3833334,15.51767,0.5036,179.9261,0.1145,179.28571,23.91651,41.64927,15.09738,72.14086,0.113943352,4.673453142
2007,5,27,27/05/2007,0.8643332,6.881334,0.8492352,158.5907,0.2969,90.8492352,28.90689,41.09906,17.59718,53.71453,0.041392685,2.750508395
2007,5,28,28/05/2007,1.520333,9.019333,78.8092,179.8456,1.4811,111.7152,29.58201,40.28923,26.46878,65.2858,0.785329835,2.894482215
2007,5,29,29/05/2007,0.182,8.056667,0.4003,175.2938,0.023,162.0756,28.69484,41.49375,19.97244,58.64137,0.146128036,2.631646663
2007,5,3,03/05/2007,0.52,5.083333,0.1871848,178.4216,0.0339,177.74935,27.54416,43.23072,9.615898,49.33525,0.944482672,2.156851901
2007,5,4,04/05/2007,0.119,7.092999,0.973583,179.839,0.3748,175.85975,29.19678,43.94175,9.643118,59.32442,0.73239376,2.408409578
2007,5,5,05/05/2007,1.696667,10.75266,95.784,179.6733,5.784,142.1094,28.50177,37.66102,28.84236,58.59187,0.342422681,4.279564289
2007,5,6,06/05/2007,0.8616666,6.601334,34.5482,177.1273,1.9136,139.0958,28.55555,38.4912,28.56601,57.74907,0.230448921,3.182870964
2007,5,7,07/05/2007,0.3226667,13.47033,0.2319,179.9166,0.5294,174.90357,23.5272,34.99328,33.37156,86.46979,0.113943352,4.635278615
2007,5,8,08/05/2007,0.172,3.996666,1.096746,179.9397,0.6947,176.32915,23.68421,40.73687,16.67263,85.59915,0.342422681,2.865281685
2007,5,9,09/05/2007,0.3743334,6.069,1.7676,179.5663,0.5946,179.97502,27.98005,41.30591,7.823824,57.63919,1.828659897,2.931254406
2007,7,1,01/07/2007,0.2926666,13.26834,17.71709,175.5331,0.3751,179.72651,21.43197,31.64916,45.295,91.97839,0,1.991226076
2007,7,10,10/07/2007,0.753,6.718334,113.1506,179.8897,23.1506,122.8186,26.43645,36.33704,31.55619,74.01764,0.146128036,3.419063124
2007,7,11,11/07/2007,0.1516667,5.935667,0.2957,172.9589,0.2274,178.59152,25.55458,38.01537,26.16424,79.78841,0,2.722716167
2007,7,12,12/07/2007,1.78,7.496333,42.4102,159.432,0.9042,69.432,28.33414,37.56965,26.52082,57.55482,0.278753601,4.299605347
2007,7,13,13/07/2007,2.937333,13.11133,2.9572,178.3694,12.7142,172.06569,21.1493,36.45222,32.3301,96.26211,0.113943352,1.813580989
2007,7,14,14/07/2007,0.5113333,6.445334,2.505544,179.9745,13.3076,177.77332,21.29842,32.34233,46.18843,96.00896,0,2.604442066
2007,7,15,15/07/2007,0.7376667,12.938,24.62904,179.8825,2.6425,179.00744,20.77599,34.27533,38.44187,96.53776,0,2.442636526
2007,7,16,16/07/2007,0.7066666,7.018667,0.7017,179.5329,0.1356,178.03129,21.10642,31.28947,50.81658,96.59241,0.342422681,2.246990699
2007,7,17,17/07/2007,0.5223333,5.763335,0.07880254,179.7391,0.0722,178.80933,25.52456,34.6745,37.63042,82.23759,0.079181246,1.606381365
2007,7,18,18/07/2007,1.590333,5.989334,125.436,179.9376,35.436,116.8269,25.10759,34.5293,39.66719,81.21301,0.079181246,1.687528961
2007,7,19,19/07/2007,0.997,6.690333,16.603,178.3604,0.309,88.3604,26.83119,36.24237,32.83961,78.80849,0.278753601,2.792111409
2007,7,2,02/07/2007,1.950667,6.798,106.0959,179.8572,16.0959,101.6547,23.65623,33.9068,39.08366,86.64821,1.017033339,1.848804701
2007,7,20,20/07/2007,1.762667,8.057668,31.263,178.6761,0.4893,153.0826,23.92561,33.83186,43.83422,81.2907,0.113943352,2.101403351
2007,7,21,21/07/2007,1.479667,6.568333,47.064,178.5327,0.2972,88.5327,25.30412,35.67954,32.3739,72.46698,0,2.940416865
2007,7,22,22/07/2007,0.5136666,10.52867,0.8021524,179.6934,1.6069,178.14119,21.00879,28.56939,65.86675,96.22057,0.041392685,1.656098202
2007,7,23,23/07/2007,0.137,5.724,28.3636,179.9594,1.4526,179.79411,22.49627,30.21992,52.92688,92.4655,0.041392685,1.658011397
2007,7,24,24/07/2007,0.161,5.235667,23.41302,179.623,0.0678,174.10876,24.207,33.46484,43.93053,93.23566,0,3.489086204
2007,7,25,25/07/2007,0.6746667,9.12,0.1887753,179.8449,4.4388,116.44614,24.60729,30.70919,52.38505,76.72237,0,2.882581454
2007,7,26,26/07/2007,1.663,6.653666,111.7829,177.4199,21.7829,87.4199,23.94123,32.55097,40.856,82.52946,0.041392685,3.230678781
2007,7,27,27/07/2007,0.729,8.009666,54.72821,179.9898,22.1783,174.80361,24.40312,32.45721,45.65825,84.14673,0,2.690904554
2007,7,28,28/07/2007,0.2883333,8.039334,0.2044,167.8394,0.2599,149.58764,23.90104,31.49389,46.88083,78.58455,0.041392685,1.745855195
2007,7,29,29/07/2007,0.186,5.644667,26.1666,179.3783,0.4666,179.72996,23.30946,29.69963,57.94896,84.77583,0,1.937517892
2007,7,3,03/07/2007,0.5996667,7.35,24.7472,160.3298,0.9156,70.3298,26.99633,37.28805,30.7752,73.26836,0.568201724,4.252763251
2007,7,30,30/07/2007,0.2503334,5.182333,6.272236,179.7663,0.152,178.39563,24.19164,33.59238,41.59993,88.24355,0,3.613355478
2007,7,31,31/07/2007,0.191,10.161,11.38744,179.7432,0.2906,179.15569,22.04613,28.9423,64.30492,96.09863,0,1.201397124
2007,7,4,04/07/2007,0.4796667,16.721,2.8091,178.3907,0.0256,175.40716,21.09833,35.19286,28.34485,94.5088,1.033423755,1.905256049
2007,7,5,05/07/2007,1.996667,6.604,89.3004,159.9646,0.4255,69.9646,25.07335,33.88705,32.84699,71.7729,1.436162647,2.204933522
2007,7,6,06/07/2007,2.233667,7.335666,94.4764,175.2548,4.4764,85.2548,26.51124,36.05352,34.52184,77.29868,1.23299611,3.771565435
2007,7,7,07/07/2007,0.6276667,13.506,0.6105438,179.6735,0.4146,173.41779,22.47913,30.08312,46.7277,80.34666,0.832508913,2.485579477
2007,7,8,08/07/2007,0.109,7.371,0.9439,178.4045,0.387,170.80042,23.6228,34.97747,33.76289,87.73178,0.892094603,2.177247836
2007,7,9,09/07/2007,0.7026666,7.349333,67.9182,179.9873,0.475,141.8818,24.34416,34.51038,35.70734,72.93325,1.372912003,2.108903128
2007,8,1,01/08/2007,0.4216666,4.359,6.9276,177.6409,0.2829,87.6409,22.64966,31.67542,49.6433,89.63197,0.113943352,3.3038222
2007,8,10,10/08/2007,0.4863333,8.327665,4.246286,178.8157,1.898,158.8876,21.89951,32.85444,48.88434,88.18082,0.204119983,1.792391689
2007,8,11,11/08/2007,0.272,4.821001,0.1861,179.8937,3.0146,177.10532,22.95196,33.3057,44.19707,90.70864,0.113943352,1.484299839
2007,8,12,12/08/2007,0.135,4.912,13.93203,179.5794,0.4918,176.87771,24.50431,34.5029,40.18796,85.889,0,3.121953584
2007,8,13,13/08/2007,0.1616667,9.208667,0.6276933,179.3136,0.072,179.50742,20.72241,32.83134,49.51708,95.18784,0,1.463892989
2007,8,14,14/08/2007,0.1833333,6.820334,2.9081,179.6192,0.2225,179.59758,19.91762,27.05371,72.23662,94.49537,0,1.227886705
2007,8,15,15/08/2007,0.277,5.080333,2.3024,179.9315,1.6062,174.16103,22.32503,30.92384,53.75273,94.5022,0,1.117271296
2007,8,16,16/08/2007,0.3756667,7.586666,56.3911,176.8266,0.2941,172.75874,23.33922,32.65715,44.54063,92.2354,0,1.439332694
2007,8,17,17/08/2007,0.6929999,9.423332,53.9338,179.8413,0.0831,146.2978,22.4718,30.39011,47.62488,84.59011,0.113943352,1.891537458
2007,8,18,18/08/2007,0.302,4.201666,1.511451,179.9342,6.9059,174.16389,22.90455,32.64946,41.95088,89.34121,0.857332496,1.545307116
2007,8,19,19/08/2007,0.327,7.779334,0.181612,173.2612,0.6302,176.85169,21.52522,31.09151,57.32375,95.62129,0.491361694,1.957128198
2007,8,2,02/08/2007,0.3843333,13.714,8.999067,163.348,0.0534,179.53569,20.62677,27.29273,67.81089,96.1852,0,1.677606953
2007,8,20,20/08/2007,0.991,14.41634,59.9149,179.2119,0.0709,132.958,21.809,33.4886,47.91598,96.20056,0.113943352,2.276921132
