Year,Month,Day,Year-Month-Day,minWindSpeed,maxWindSpeed,minWindDirection,maxWindDirection,minAirTemperature,maxAirTemperature,minRelativeHumidity,maxRelativeHumidity,minLog(ParticleConcentration + 1),maxLog(ParticleConcentration + 1)
2007,1,29,2007-1-29,0.7446667,7.532333,8.050547,131.2323,19.33474,35.94831,5.230111,14.32103,0.491361694,2.505556939
2007,1,3,2007-1-3,0.713,6.543666,0.1672873,354.0269,15.39895,25.28677,13.14292,33.09221,0,3.444372736
2007,1,30,2007-1-30,1.65,9.615665,29.53535,123.5866,21.38211,35.17465,5.659955,11.48225,1.621176282,3.262949175
2007,1,31,2007-1-31,1.244333,8.98,39.46658,123.9295,18.81521,35.15923,8.073569,15.61483,2.281033367,2.759063188
2007,1,4,2007-1-4,0.4016666,6.794,0.002423697,353.0508,14.70018,24.11237,14.29849,29.9582,2.368286885,2.84540814
2007,1,5,2007-1-5,0.721,7.063001,9.344125,357.6714,15.11725,26.36512,12.53481,26.88433,2.308350949,3.072470482
2007,1,6,2007-1-6,0.9066666,7.212334,0.4814879,104.1653,16.35107,28.44352,11.06538,28.18892,2.775610448,3.236386089
2007,1,7,2007-1-7,1.12,8.150667,19.93665,106.7075,15.88099,30.06125,9.115797,23.23806,2.342817315,3.281646858
2007,1,8,2007-1-8,0.7739999,7.702999,35.93766,113.0639,15.67179,29.74216,7.933155,21.86291,2.200850498,2.980548739
2007,1,9,2007-1-9,0.871,8.186667,5.177735,345.9256,16.26698,31.15699,8.227468,21.14277,1.918554531,3.32492005
2007,2,1,2007-2-1,0.8996667,8.32,50.27026,127.4223,23.18762,36.79838,7.803322,16.03664,1.053078443,2.852052809
2007,2,10,2007-2-10,0.264,5.738667,0.5767677,359.9443,19.38593,35.99679,8.434325,24.47971,1.525044807,2.217747073
2007,2,11,2007-2-11,0.3913333,6.444332,0.2396498,359.8664,18.42693,34.80677,8.776461,20.80135,1.544068044,2.375480715
2007,2,12,2007-2-12,0.608,8.521,0.09916124,359.7231,19.13221,33.45055,6.381364,17.79132,1.814247596,2.801815169
2007,2,13,2007-2-13,0.188,7.993334,1.344507,359.1209,18.16558,32.06816,6.496035,13.67822,0,2.838849091
2007,2,14,2007-2-14,0.8606667,7.811333,45.63778,124.3732,16.74144,32.17776,6.359131,17.54015,0,2.649432223
2007,2,15,2007-2-15,0.1743333,7.471334,0.5999975,355.8841,17.86094,32.44912,5.995832,15.55139,1.841984805,2.857392811
2007,2,16,2007-2-16,0.1536667,7.818667,0.1946095,349.0001,16.22389,33.74252,6.2324,16.30317,1.689308859,2.479143248
2007,2,17,2007-2-17,0.2903334,8.357332,0.6522802,359.9737,17.93405,35.35032,6.361268,14.07693,1.755112266,3.1925117
2007,2,18,2007-2-18,0.149,6.224333,0.8836743,358.6126,18.90449,36.71052,5.241456,14.97508,0.301029996,2.380573003
2007,2,19,2007-2-19,0.1793333,5.962667,0.5066532,357.5617,19.38725,38.46749,5.382431,15.32362,0.342422681,2.263636069
2007,2,2,2007-2-2,0.437,8.856334,17.39476,128.8668,20.87046,37.60429,6.437987,19.99935,0.041392685,2.593064432
2007,2,20,2007-2-20,0.06566665,5.234667,0.2430829,359.0615,21.23707,39.73021,5.640063,13.37313,1.281033367,2.669874502
2007,2,21,2007-2-21,0.246,4.868333,0.4161291,359.9616,19.67454,37.44093,5.406189,25.81361,1.100370545,2.782544284
2007,2,22,2007-2-22,0.245,6.801,0.3780418,359.8928,22.11273,32.13624,7.252498,15.01481,1.463892989,3.183611449
2007,2,23,2007-2-23,0.3736667,6.689665,0.03688782,359.8347,17.4807,30.27269,9.317517,23.82907,2.472024698,2.703549298
2007,2,26,2007-2-26,0.1483333,6.233333,0.1633639,359.499,19.81282,34.42226,6.084456,15.54402,1.222716471,3.52170021
2007,2,27,2007-2-27,0.3703333,5.795001,0.03493805,359.9263,17.81312,34.3869,7.075961,16.84901,1.064457989,2.625209525
2007,2,28,2007-2-28,0.535,7.339667,0.3712168,358.6139,18.21005,34.57803,6.083337,14.86687,0.924279286,2.645913275
2007,2,3,2007-2-3,0.1526666,8.351334,12.89775,352.9909,22.02044,37.42541,6.167942,15.51838,0,2.684126926
2007,2,4,2007-2-4,0.184,6.733999,1.82882,356.974,20.9021,37.25428,6.046046,15.29127,1.617000341,2.32056168
2007,2,5,2007-2-5,0.176,4.829333,1.593639,359.8331,18.85667,38.06802,7.296352,23.51055,1.723455672,2.409764104
2007,2,6,2007-2-6,0.1913333,3.652333,0.6039129,358.8028,21.03301,39.52024,6.176438,20.05964,1.971739591,2.622524862
2007,2,7,2007-2-7,0.1896667,4.530666,5.149302,358.7952,20.10494,39.96001,6.086185,24.64312,1.775974331,2.321184027
2007,2,8,2007-2-8,0.1543333,7.464999,0.1994557,359.9966,21.17917,38.63746,7.31019,23.88585,1.751279104,2.499687083
2007,2,9,2007-2-9,0.2803333,6.400666,1.949381,358.6247,21.21641,37.25432,8.397441,23.95927,1.7355989,2.819543936
2007,3,1,2007-3-1,1.557,8.206999,38.71536,105.829,20.07335,33.73254,5.663872,13.93916,1.984077034,3.297257007
2007,3,10,2007-3-10,0.2003334,8.296,0.0567297,358.8511,21.4569,31.60419,7.662805,12.28114,2.590061231,3.318063335
2007,3,11,2007-3-11,0.1493333,4.522667,0.06383833,359.4904,17.80997,34.32606,4.993797,18.27189,2.435366507,3.008174184
2007,3,12,2007-3-12,0.3303334,6.536333,0.20253,359.9719,19.93787,35.30392,5.249392,13.51268,2.466274322,2.864333055
2007,3,13,2007-3-13,0.498,7.939667,0.06265434,359.9782,21.06297,36.06995,6.516691,13.59937,2.380753771,2.737907923
2007,3,14,2007-3-14,0.08933332,6.627,0.09197549,358.7851,21.5994,38.6487,6.32418,12.94888,2.064083436,2.63918756
2007,3,15,2007-3-15,0.1016667,7.675001,0.464076,359.6992,24.80239,38.21744,6.278646,13.2058,2.133858125,2.896581328
2007,3,16,2007-3-16,0.259,6.829,46.54753,357.8561,24.19296,37.63364,5.859537,12.70035,1.51054501,2.886208624
2007,3,17,2007-3-17,0.2566667,7.862668,56.1507,290.6682,26.13379,36.44042,7.982656,13.08451,2.174059808,3.340622555
2007,3,18,2007-3-18,0.8313333,5.938333,9.12204,136.2172,25.12133,39.43829,6.180916,14.3162,2.175801633,3.101059355
2007,3,19,2007-3-19,0.1153333,6.728333,3.440868,350.2005,24.7273,39.04624,4.495322,13.01375,2.567496891,2.739255803
2007,3,2,2007-3-2,1.507,8.207,40.39957,98.41808,20.83556,33.5119,6.846666,14.35486,2.447313109,3.307067951
2007,3,20,2007-3-20,0.1613333,5.192667,7.243519,357.6319,21.45003,41.48642,4.505548,18.73912,2.075546961,2.220369632
2007,3,21,2007-3-21,0.2243333,6.599001,31.22149,325.6303,23.06414,41.71185,5.731281,18.7609,1.95230801,2.42553422
2007,3,22,2007-3-22,0.142,4.602,4.475565,355.5975,24.49618,43.47364,6.02473,19.45967,1.096910013,2.290924559
2007,3,23,2007-3-23,0.134,6.621,0.855499,358.131,24.03107,41.57271,7.613406,21.58635,1.848804701,3.29466459
2007,3,24,2007-3-24,0.6210001,7.301,0.1405845,359.1178,28.05031,41.95401,6.513334,14.31543,1.807535028,2.825296264
2007,3,25,2007-3-25,0.245,8.068999,1.396851,359.4625,25.23306,41.62418,4.877597,11.48612,1.079181246,2.745543202
2007,3,26,2007-3-26,0.103,7.264668,1.937168,358.1604,25.41706,38.40675,8.938191,17.62074,1.903089987,2.728272598
2007,3,3,2007-3-3,0.3336667,9.002334,20.68707,334.4987,22.30041,34.29187,5.840918,13.19771,0,3.177911476
2007,3,4,2007-3-4,0.543,8.579666,8.840686,130.7664,20.48762,34.77355,5.498732,12.73785,2.145817714,2.823930455
2007,3,5,2007-3-5,0.248,7.628001,0.9919143,359.8037,18.68802,35.58018,5.002293,13.92044,1.954724791,2.802157753
2007,3,6,2007-3-6,0.12,7.062,2.929842,358.5428,19.73249,35.7065,5.137824,11.86671,1.721810615,2.582177038
2007,3,7,2007-3-7,0.38,6.695333,0.7269624,359.9054,20.18106,35.90527,5.012366,10.5289,0.929418926,2.40688067
2007,3,8,2007-3-8,0.2013333,7.332,0.5122395,359.7995,18.04984,36.01348,4.26379,11.50194,0.716003344,2.101059355
2007,3,9,2007-3-9,0.07366667,7.040334,1.520108,359.8032,18.24714,36.74664,3.795179,11.80449,0,2.827110687
2007,4,18,2007-4-18,0.09766664,7.983,4.28508,356.981,30.09717,39.94159,19.39608,45.96578,0.86923172,2.404320467
2007,4,19,2007-4-19,0.5393333,7.781665,10.4567,359.7465,28.43543,41.47528,16.08095,57.88679,0.959041392,3.312790692
2007,4,20,2007-4-20,0.2023333,7.975,1.161892,359.5984,28.93518,42.22065,12.70107,47.30432,0.908485019,2.702602841
2007,4,21,2007-4-21,0.261,7.222,4.130139,335.2155,28.62993,43.1281,11.01181,55.30371,0.612783857,2.618571028
2007,4,22,2007-4-22,1.184333,6.929001,127.296,294.2302,30.28098,40.39148,12.23154,46.64091,0.079181246,2.78490245
2007,4,23,2007-4-23,0.4496667,8.305666,0.4278077,359.6133,29.18548,41.42165,8.993799,51.50074,0.322219295,2.823343791
2007,4,24,2007-4-24,0.3513333,7.394667,0.3050165,359.8301,29.18834,42.40985,7.895609,48.63739,0.72427587,2.579440597
2007,4,25,2007-4-25,0.1676667,4.878667,0.2941769,359.3372,28.06592,41.72634,8.958136,21.83955,0.716003344,2.463445032
2007,4,26,2007-4-26,0.3876667,8.559333,1.15496,358.8583,28.63791,41.39942,7.370629,45.16558,0,2.771293443
2007,4,27,2007-4-27,1.448667,8.634001,161.9609,235.1082,27.97812,34.43304,37.68164,63.68487,1.320146286,2.853393977
2007,4,28,2007-4-28,0.3876667,6.181334,12.73657,359.7185,25.93066,35.85241,22.20753,69.22821,0.944482672,2.543571424
2007,4,29,2007-4-29,0.2376667,7.511667,2.49647,357.0589,28.17429,41.30245,16.02789,39.97866,1.457881897,2.453624074
2007,4,30,2007-4-30,0.6616666,5.881,145.2847,350.2869,28.05122,39.74287,20.87293,61.49622,1.117271296,3.283188116
2007,5,1,2007-5-1,0.3663333,6.676667,143.4983,330.1339,28.44291,37.88003,21.4559,59.79633,1.33243846,2.270911639
2007,5,10,2007-5-10,0.6236668,4.884666,1.614103,358.831,27.44301,43.00031,8.461036,61.77781,1.127104798,3.414522116
2007,5,11,2007-5-11,0.1903334,6.253,8.368073,346.7577,30.62245,40.98641,10.25982,37.93201,0,3.451095312
2007,5,12,2007-5-12,0.5816667,10.94733,6.962377,359.176,29.92027,41.5643,18.27194,60.1456,1.808210973,3.860631431
2007,5,13,2007-5-13,0.5693333,14.97967,72.41109,348.406,27.27945,40.98677,23.32582,68.98289,0.176091259,3.934058884
2007,5,14,2007-5-14,1.467333,8.898,150.4939,285.4562,24.05641,35.33984,33.16531,79.61483,0.748188027,3.005008821
2007,5,15,2007-5-15,1.864,6.878,182.3291,248.9411,25.7883,35.16508,32.46746,75.34234,0.113943352,2.183269844
2007,5,16,2007-5-16,1.167333,10.138,143.697,283.7647,27.04899,35.76363,28.73669,65.86974,0.77815125,3.141167469
2007,5,17,2007-5-17,0.73,9.772667,5.275528,358.026,25.25813,40.61655,20.81732,76.83324,0.544068044,2.900421753
2007,5,18,2007-5-18,0.402,6.809,7.233971,357.1627,25.06812,40.55499,19.59566,77.32056,0.041392685,2.72582999
2007,5,19,2007-5-19,0.2413334,7.359333,2.868958,358.8742,29.43528,42.13366,11.3715,58.73629,0.707570176,2.693902741
2007,5,2,2007-5-2,1.066,12.009,166.2719,346.902,26.51287,37.05733,24.42202,60.46661,1.041392685,4.00442456
2007,5,20,2007-5-20,0.349,6.516333,0.3175994,358.1667,27.41539,41.41972,13.80241,66.78799,0.255272505,2.432006687
2007,5,21,2007-5-21,0.8596668,8.979335,128.0981,334.5922,28.59314,40.59834,18.39114,64.43141,0.041392685,2.649432223
2007,5,22,2007-5-22,1.096667,9.277333,11.9295,356.6853,28.73133,41.42104,16.61183,62.69439,0.176091259,3.469144282
2007,5,23,2007-5-23,1.196667,9.367667,175.1496,309.8157,27.46926,36.71658,27.72967,69.3142,0.079181246,2.21031852
2007,5,24,2007-5-24,0.687,8.454334,103.3186,351.3286,28.08511,41.58135,19.53766,64.59121,0,2.300595484
2007,5,25,2007-5-25,1.549,8.518333,176.1989,299.0211,29.08211,40.21342,25.28065,63.61689,0.612783857,2.420450859
2007,5,26,2007-5-26,0.3833334,15.51767,10.22989,359.4964,23.91651,41.64927,15.09738,72.14086,0.113943352,4.673453142
2007,5,27,2007-5-27,0.8643332,6.881334,0.8492352,343.9038,28.90689,41.09906,17.59718,53.71453,0.041392685,2.750508395
2007,5,28,2007-5-28,1.520333,9.019333,158.2848,281.1908,29.58201,40.28923,26.46878,65.2858,0.785329835,2.894482215
2007,5,29,2007-5-29,0.182,8.056667,6.122528,359.5997,28.69484,41.49375,19.97244,58.64137,0.146128036,2.631646663
2007,5,3,2007-5-3,0.52,5.083333,0.1871848,358.808,27.54416,43.23072,9.615898,49.33525,0.944482672,2.156851901
2007,5,4,2007-5-4,0.119,7.092999,0.973583,358.16,29.19678,43.94175,9.643118,59.32442,0.73239376,2.408409578
2007,5,5,2007-5-5,1.696667,10.75266,127.8906,264.216,28.50177,37.66102,28.84236,58.59187,0.342422681,4.279564289
2007,5,6,2007-5-6,0.8616666,6.601334,130.9042,325.4518,28.55555,38.4912,28.56601,57.74907,0.230448921,3.182870964
2007,5,7,2007-5-7,0.3226667,13.47033,1.726851,359.7681,23.5272,34.99328,33.37156,86.46979,0.113943352,4.635278615
2007,5,8,2007-5-8,0.172,3.996666,1.096746,358.0926,23.68421,40.73687,16.67263,85.59915,0.342422681,2.865281685
2007,5,9,2007-5-9,0.3743334,6.069,2.46441,358.2324,27.98005,41.30591,7.823824,57.63919,1.828659897,2.931254406
2007,7,1,2007-7-1,0.2926666,13.26834,17.71709,285.4669,21.43197,31.64916,45.295,91.97839,0,1.991226076
2007,7,10,2007-7-10,0.753,6.718334,147.1814,246.8494,26.43645,36.33704,31.55619,74.01764,0.146128036,3.419063124
2007,7,11,2007-7-11,0.1516667,5.935667,1.530746,359.7043,25.55458,38.01537,26.16424,79.78841,0,2.722716167
2007,7,12,2007-7-12,1.78,7.496333,200.568,317.5898,28.33414,37.56965,26.52082,57.55482,0.278753601,4.299605347
2007,7,13,2007-7-13,2.937333,13.11133,25.13345,357.0428,21.1493,36.45222,32.3301,96.26211,0.113943352,1.813580989
2007,7,14,2007-7-14,0.5113333,6.445334,2.505544,356.199,21.29842,32.34233,46.18843,96.00896,0,2.604442066
2007,7,15,2007-7-15,0.7376667,12.938,24.62904,282.6491,20.77599,34.27533,38.44187,96.53776,0,2.442636526
2007,7,16,2007-7-16,0.7066666,7.018667,4.790499,359.2983,21.10642,31.28947,50.81658,96.59241,0.342422681,2.246990699
2007,7,17,2007-7-17,0.5223333,5.763335,0.07880254,359.1249,25.52456,34.6745,37.63042,82.23759,0.079181246,1.606381365
2007,7,18,2007-7-18,1.590333,5.989334,153.1731,234.564,25.10759,34.5293,39.66719,81.21301,0.079181246,1.687528961
2007,7,19,2007-7-19,0.997,6.690333,181.6396,343.397,26.83119,36.24237,32.83961,78.80849,0.278753601,2.792111409
2007,7,2,2007-7-2,1.950667,6.798,168.3453,253.9041,23.65623,33.9068,39.08366,86.64821,1.017033339,1.848804701
2007,7,20,2007-7-20,1.762667,8.057668,116.9174,328.737,23.92561,33.83186,43.83422,81.2907,0.113943352,2.101403351
2007,7,21,2007-7-21,1.479667,6.568333,181.4673,312.936,25.30412,35.67954,32.3739,72.46698,0,2.940416865
2007,7,22,2007-7-22,0.5136666,10.52867,0.8021524,341.1366,21.00879,28.56939,65.86675,96.22057,0.041392685,1.656098202
2007,7,23,2007-7-23,0.137,5.724,28.3636,326.3294,22.49627,30.21992,52.92688,92.4655,0.041392685,1.658011397
2007,7,24,2007-7-24,0.161,5.235667,23.41302,295.661,24.207,33.46484,43.93053,93.23566,0,3.489086204
2007,7,25,2007-7-25,0.6746667,9.12,0.1887753,359.2124,24.60729,30.70919,52.38505,76.72237,0,2.882581454
2007,7,26,2007-7-26,1.663,6.653666,182.5801,248.2171,23.94123,32.55097,40.856,82.52946,0.041392685,3.230678781
2007,7,27,2007-7-27,0.729,8.009666,54.72821,247.8217,24.40312,32.45721,45.65825,84.14673,0,2.690904554
2007,7,28,2007-7-28,0.2883333,8.039334,1.441854,359.7956,23.90104,31.49389,46.88083,78.58455,0.041392685,1.745855195
2007,7,29,2007-7-29,0.186,5.644667,39.51505,333.8334,23.30946,29.69963,57.94896,84.77583,0,1.937517892
2007,7,3,2007-7-3,0.5996667,7.35,199.6702,335.2528,26.99633,37.28805,30.7752,73.26836,0.568201724,4.252763251
2007,7,30,2007-7-30,0.2503334,5.182333,6.272236,341.9799,24.19164,33.59238,41.59993,88.24355,0,3.613355478
2007,7,31,2007-7-31,0.191,10.161,11.38744,339.6756,22.04613,28.9423,64.30492,96.09863,0,1.201397124
2007,7,4,2007-7-4,0.4796667,16.721,5.615567,357.1909,21.09833,35.19286,28.34485,94.5088,1.033423755,1.905256049
2007,7,5,2007-7-5,1.996667,6.604,200.0354,270.6996,25.07335,33.88705,32.84699,71.7729,1.436162647,2.204933522
2007,7,6,2007-7-6,2.233667,7.335666,184.7452,265.5236,26.51124,36.05352,34.52184,77.29868,1.23299611,3.771565435
2007,7,7,2007-7-7,0.6276667,13.506,0.6105438,352.3426,22.47913,30.08312,46.7277,80.34666,0.832508913,2.485579477
2007,7,8,2007-7-8,0.109,7.371,1.621501,359.0561,23.6228,34.97747,33.76289,87.73178,0.892094603,2.177247836
2007,7,9,2007-7-9,0.7026666,7.349333,128.1182,292.0818,24.34416,34.51038,35.70734,72.93325,1.372912003,2.108903128
2007,8,1,2007-8-1,0.4216666,4.359,182.3591,353.0724,22.64966,31.67542,49.6433,89.63197,0.113943352,3.3038222
2007,8,10,2007-8-10,0.4863333,8.327665,4.246286,351.7924,21.89951,32.85444,48.88434,88.18082,0.204119983,1.792391689
2007,8,11,2007-8-11,0.272,4.821001,4.964336,359.8139,22.95196,33.3057,44.19707,90.70864,0.113943352,1.484299839
2007,8,12,2007-8-12,0.135,4.912,13.93203,299.6938,24.50431,34.5029,40.18796,85.889,0,3.121953584
2007,8,13,2007-8-13,0.1616667,9.208667,0.6276933,356.0047,20.72241,32.83134,49.51708,95.18784,0,1.463892989
2007,8,14,2007-8-14,0.1833333,6.820334,4.825047,357.0919,19.91762,27.05371,72.23662,94.49537,0,1.227886705
2007,8,15,2007-8-15,0.277,5.080333,9.963744,357.6976,22.32503,30.92384,53.75273,94.5022,0,1.117271296
2007,8,16,2007-8-16,0.3756667,7.586666,68.72644,303.6089,23.33922,32.65715,44.54063,92.2354,0,1.439332694
2007,8,17,2007-8-17,0.6929999,9.423332,123.7022,306.0662,22.4718,30.39011,47.62488,84.59011,0.113943352,1.891537458
2007,8,18,2007-8-18,0.302,4.201666,1.511451,317.999,22.90455,32.64946,41.95088,89.34121,0.857332496,1.545307116
2007,8,19,2007-8-19,0.327,7.779334,0.181612,358.674,21.52522,31.09151,57.32375,95.62129,0.491361694,1.957128198
2007,8,2,2007-8-2,0.3843333,13.714,8.999067,325.96,20.62677,27.29273,67.81089,96.1852,0,1.677606953
2007,8,20,2007-8-20,0.991,14.41634,137.042,300.0851,21.809,33.4886,47.91598,96.20056,0.113943352,2.276921132
2007,8,21,2007-8-21,0.1803333,5.308,133.558,345.527,21.81593,29.35536,59.15688,92.57769,0.146128036,1.330413773
2007,8,22,2007-8-22,0.6816666,5.179666,146.7003,323.4203,24.18899,31.94724,47.46137,88.74757,0.041392685,1.324282455
2007,8,23,2007-8-23,1.158667,9.417668,114.5914,301.2072,22.96758,33.76897,40.45475,92.65061,0.176091259,2.32674538
2007,8,24,2007-8-24,0.861,5.099334,3.229417,359.3183,23.00085,31.25748,52.27297,89.65258,0,1.307496038
2007,8,25,2007-8-25,0.3363333,7.633334,0.1677845,357.8226,21.28815,29.00264,62.58723,94.33206,0,1.371067862
2007,8,26,2007-8-26,0.421,5.103667,2.756732,357.5616,22.91676,32.93523,48.94707,92.42816,0,1.693726949
2007,8,27,2007-8-27,0.3283333,7.894333,27.70256,357.1805,22.96494,31.94551,50.90357,93.92519,0,1.752048448
2007,8,28,2007-8-28,0.1653333,6.281333,3.688262,359.9866,22.44204,31.29212,54.99578,91.31364,0,1.568201724
2007,8,29,2007-8-29,0.208,8.155334,3.093424,358.9423,23.34456,29.78882,60.6105,93.00712,0.041392685,1.336459734
2007,8,3,2007-8-3,1.187333,5.270334,205.7726,311.2308,23.02858,32.55937,47.63052,88.71133,0.431363764,2.501470072
2007,8,30,2007-8-30,0.2213333,3.145,3.513002,358.7642,22.41854,32.64809,49.04185,93.7872,0.041392685,1.824125834
2007,8,31,2007-8-31,0.1056667,35.36366,0.5091141,359.3378,25.544,34.29477,43.13617,91.1618,0.113943352,1.539076099
2007,8,4,2007-8-4,0.3643333,12.16933,2.425076,359.3968,19.71885,32.32774,56.62675,96.68182,0.681241237,1.770852012
2007,8,5,2007-8-5,1.228333,5.984334,133.4371,206.2058,21.10281,28.51439,63.18253,93.95044,0.812913357,1.541579244
2007,8,6,2007-8-6,0.214,5.605666,11.27092,346.0784,22.91146,29.76439,54.72593,90.15532,0.62324929,2.164947373
2007,8,7,2007-8-7,0.2323333,5.185333,0.6863834,353.2298,23.31282,30.47171,53.93867,92.32469,0.041392685,2.419460073
2007,8,8,2007-8-8,0.2606666,3.110333,0.5640447,359.665,23.61318,33.21983,41.71746,94.24034,0.86923172,1.875061263
2007,8,9,2007-8-9,1.272667,5.075,182.6949,268.4623,24.4889,33.52661,46.93928,86.94679,0,1.654176542
2007,9,1,2007-9-1,0.6743333,7.374,96.17835,293.5448,24.33592,31.30468,53.10519,85.3573,0.361727836,1.40654018
2007,9,10,2007-9-10,0.1386667,4.98,36.90005,267.1054,21.99342,30.35795,53.98915,94.67879,0,1.733197265
2007,9,11,2007-9-11,0.212,2.94,3.207912,353.4485,23.5674,34.41661,40.6992,94.15701,0.113943352,1.257678575
2007,9,12,2007-9-12,0.6406667,4.624667,0.06318787,359.3462,25.37982,36.69755,34.45739,86.73769,0.698970004,2.061075324
2007,9,13,2007-9-13,1.245667,5.824999,186.1934,271.4499,25.85693,33.73631,45.44849,80.37164,0.361727836,1.99343623
2007,9,14,2007-9-14,0.3796667,11.35667,1.076359,358.668,20.32386,32.21967,49.64574,89.97442,0,2.128399269
2007,9,15,2007-9-15,0.302,9.901335,0.1515165,357.489,23.14254,33.67643,38.05634,89.01328,0.462397998,3.289254408
2007,9,16,2007-9-16,0.378,5.042,8.617523,353.4458,24.11629,34.70843,40.81805,91.74615,1.252853031,2.169968174
2007,9,17,2007-9-17,0.2093333,34.994,1.56034,358.3223,23.27807,36.25625,32.89648,84.96173,0.977723605,2.349665984
2007,9,18,2007-9-18,0.8123332,3.412333,145.4674,290.1649,25.33648,34.39795,46.85021,83.05724,1.311753861,1.972665592
2007,9,19,2007-9-19,0.2766667,5.039334,3.359493,358.8565,25.79364,37.47853,27.96781,83.51156,0.255272505,2.11991541
2007,9,2,2007-9-2,0.7683334,4.772333,159.4903,296.4576,23.74134,30.33597,55.35474,90.30674,0.079181246,1.385606274
2007,9,20,2007-9-20,0.7276666,4.044,122.7292,308.5611,25.39392,36.47847,33.90412,82.28211,1.139879086,2.164947373
2007,9,21,2007-9-21,0.6396667,10.03633,25.37765,337.0411,25.15302,37.49868,28.30914,82.41963,0,2.963079161
2007,9,22,2007-9-22,0.1686667,5.061999,45.32641,260.7315,22.82101,35.74791,32.63311,83.759,1.086359831,1.913283902
2007,9,23,2007-9-23,0.132,4.214667,30.55873,347.201,26.52686,36.26948,31.02948,75.36095,1.113943352,2.48187241
2007,9,24,2007-9-24,0.1496667,3.790333,0.5802562,359.8785,25.13801,36.53505,27.64125,80.33273,1.491361694,2.341434525
2007,9,25,2007-9-25,0.335,3.922666,2.349152,355.2037,24.89875,37.50315,24.83508,82.01155,1.927370363,2.465680212
2007,9,26,2007-9-26,0.5263333,6.274333,7.850664,358.5536,25.4309,35.19347,36.33819,67.72735,0.146128036,2.266466895
2007,9,27,2007-9-27,0.348,10.664,20.45288,352.6637,25.18344,38.16463,27.71369,76.88498,0.176091259,2.919391927
2007,9,28,2007-9-28,0.4116666,4.035,2.770834,359.1989,24.67353,38.65201,19.29168,75.63909,0.079181246,2.051152522
2007,9,29,2007-9-29,0.4483333,4.942,9.778742,350.0212,25.45644,37.83339,23.01746,76.30123,0.230448921,2.09131516
2007,9,3,2007-9-3,0.08066666,9.536333,6.02272,309.6935,22.29553,32.22338,45.43385,88.51099,0.041392685,2.412124406
2007,9,30,2007-9-30,0.7479999,4.242667,1.677242,358.3245,24.59187,38.8634,17.32378,84.80011,0.041392685,2.389166084
2007,9,4,2007-9-4,0.6740001,5.566,147.3708,287.9601,24.35368,32.35114,46.56632,81.73306,1.149219113,1.829303773
2007,9,5,2007-9-5,0.1853334,9.657,0.8487169,358.0429,19.8784,26.93548,71.2973,94.08144,0.041392685,2.481442629
2007,9,6,2007-9-6,0.2333333,5.359001,45.03644,292.9752,22.50076,28.5642,64.55941,93.95249,0,1.298853076
2007,9,7,2007-9-7,0.1053333,3.081,0.4527271,359.9305,21.65872,31.88039,50.27267,95.49187,0.041392685,1.858537198
2007,9,8,2007-9-8,0.11,34.64866,0.6078217,357.7647,23.79145,34.02264,41.46243,93.21989,0.113943352,1.73479983
2007,9,9,2007-9-9,0.2783334,8.135999,45.11502,272.6626,20.38623,29.1718,66.63242,94.44128,0,1.691081492
2008,10,1,2008-10-1,0.3533333,4.326667,42.98039,309.6426,24.77411,37.07524,31.07893,82.25194,0.041392685,2.148602655
2008,10,10,2008-10-10,0.1833333,9.346333,15.49756,354.2761,21.69433,34.37566,36.63916,92.60878,0,2.530967682
2008,10,11,2008-10-11,0.16,3.756666,0.5648898,359.7661,23.52481,33.33088,45.70414,90.72364,0.204119983,1.781755375
2008,10,12,2008-10-12,0.067,5.145667,1.210323,358.6672,24.56155,35.6657,36.50023,84.06294,0.397940009,2.173768823
2008,10,13,2008-10-13,0.7333333,4.359666,2.162136,358.8662,23.93497,35.4244,31.08,78.74638,0.612783857,2.515211304
2008,10,14,2008-10-14,0.197,3.867333,31.86282,358.6903,24.678,37.82585,18.41663,76.41566,2.075911761,2.59439255
2008,10,15,2008-10-15,0.1143333,4.696001,3.673157,358.5106,23.81099,36.44505,17.10176,74.71592,1.909556029,2.618152733
2008,10,16,2008-10-16,0.1506667,6.274,7.460873,358.6871,21.86889,37.4797,12.96796,73.3427,1.354108439,2.755874856
2008,10,17,2008-10-17,0.166,3.778,32.21413,339.083,24.3926,37.21144,20.52774,70.47369,0,2.460446784
2008,10,18,2008-10-18,0.09500001,3.224334,3.397608,355.5134,24.26195,38.83863,14.89241,64.20614,2.127752516,2.427161403
2008,10,19,2008-10-19,0.187,3.912667,1.139653,357.8612,24.50157,39.37922,14.47381,78.50142,0.301029996,2.42975228
2008,10,2,2008-10-2,0.1816667,4.806666,2.92165,358.8652,25.18533,38.56685,25.40788,80.37612,0.477121255,2.26810973
2008,10,20,2008-10-20,0.1006667,4.080667,11.30995,358.1339,24.32783,37.94531,15.39394,62.63796,0.255272505,2.203032887
2008,10,21,2008-10-21,0.178,3.825666,1.894296,359.121,21.03555,37.62957,9.020814,54.18233,0.301029996,2.228143608
2008,10,22,2008-10-22,0.1496667,4.589334,4.073524,356.6863,20.7998,37.17176,12.97869,66.349,0.255272505,2.195346058
2008,10,23,2008-10-23,0.09899998,4.367667,9.850771,344.1346,21.33943,37.02731,17.2583,59.55681,0.079181246,2.412796429
